txn_id,date,from_clabe,to_clabe,amount,reference,channel
TX00596,2025-12-31,014217435224929418,012580001234567890,251255.23,Cobro factura 927C5EA7-8A15-9E92-AF74-AE638DC4C81F,SPEI
TX00597,2025-12-31,058761949011137398,012580001234567890,171479.92,Cobro factura 7F383A3E-33A6-7403-6F9D-1D74F82C6AD8,SPEI
TX00598,2025-12-31,058761949011137398,012580001234567890,356630.04,Cobro factura 94047909-D81C-A1A0-B7BB-A2AA178A8C73,SPEI
TX00599,2025-12-31,072390809722560856,012580001234567890,268863.59,Cobro factura E8266484-C4E4-FE52-DA4F-706B9D4AC78B,SPEI
TX00600,2025-12-31,072390809722560856,012580001234567890,366085.36,Cobro factura 5193412D-6906-D118-6F75-A3B2D8186112,SPEI
TX00601,2025-12-31,012230486458487734,012580001234567890,416276.41,Cobro factura B9676DC6-D6FD-D1A5-F173-12F4659AE9F2,SPEI
TX00602,2025-12-31,012230486458487734,012580001234567890,429530.16,Cobro factura 8D7F9371-40C3-7CBC-3D5B-6535ABEDE2B6,SPEI
TX00603,2025-12-31,012230486458487734,012580001234567890,446662.76,Cobro factura AF6C6F61-CFEF-A2A2-E735-4DB25CE4124B,SPEI
TX00604,2025-12-31,014739715501344653,012580001234567890,217748.04,Cobro factura 7A7628E6-7394-D796-51C4-243BF07DB671,SPEI
TX00605,2025-12-31,021577604977575166,012580001234567890,294045.33,Cobro factura 32DBA028-4823-DEBE-CCAD-E92E53DC4FAE,SPEI
TX00606,2025-12-31,072987012365319337,012580001234567890,125478.06,Cobro factura 255C82C7-CADE-E3EC-6895-09082E2CB850,SPEI
TX00607,2025-12-31,072972163989822734,012580001234567890,312265.96,Cobro factura 260C037E-305D-0EF7-0D9F-F83D70A32883,SPEI
TX00608,2025-12-31,072972163989822734,012580001234567890,290978.88,Cobro factura 010E622B-F8BC-920C-FF7D-39F795635C97,SPEI
TX00609,2025-12-31,012604717059498419,012580001234567890,456205.28,Cobro factura 97206C66-5FA1-8468-64E8-4FFC1F3ACC68,SPEI
TX00610,2025-12-31,012604717059498419,012580001234567890,445292.16,Cobro factura 54555290-017C-75C5-A873-19FE981DC530,SPEI
TX00611,2025-12-31,072135125058454048,012580001234567890,220596.6,Cobro factura 9F690CDE-7EAA-7A91-1DEF-D401792CAD76,SPEI
TX00612,2025-12-31,012580001234567890,002612058920737212,238391.6,Pago factura 13325C31-D010-318A-EADC-9960424211E2,SPEI
